Time,X,Y,Vx,Vy,Speed,Fuel,Mass,Angle,Stage
70.160000,730.139668,119.642409,11.719847,-1.865961,11.867461,0.000000,0.150000,0.398633,1
70.170000,730.256867,119.623749,11.719847,-1.865961,11.867461,0.000000,0.150000,0.398459,1
70.180000,730.374065,119.605089,11.719847,-1.865961,11.867461,0.000000,0.150000,0.398284,1
70.190000,730.491264,119.586430,11.719847,-1.865961,11.867461,0.000000,0.150000,0.398110,1
70.200000,730.608462,119.567770,11.719847,-1.865961,11.867461,0.000000,0.150000,0.397935,1
70.210000,730.725661,119.549111,11.719847,-1.865961,11.867461,0.000000,0.150000,0.397761,1
70.220000,730.842859,119.530451,11.719847,-1.865961,11.867461,0.000000,0.150000,0.397586,1
70.230000,730.960058,119.511791,11.719847,-1.865961,11.867461,0.000000,0.150000,0.397411,1
70.240000,731.077256,119.493132,11.719847,-1.865961,11.867461,0.000000,0.150000,0.397237,1
70.250000,731.194455,119.474472,11.719847,-1.865961,11.867461,0.000000,0.150000,0.397062,1
70.260000,731.311653,119.455813,11.719847,-1.865961,11.867461,0.000000,0.150000,0.396888,1
70.270000,731.428852,119.437153,11.719847,-1.865961,11.867461,0.000000,0.150000,0.396713,1
70.280000,731.546050,119.418493,11.719847,-1.865961,11.867461,0.000000,0.150000,0.396539,1
70.290000,731.663249,119.399834,11.719847,-1.865961,11.867461,0.000000,0.150000,0.396364,1
70.300000,731.780447,119.381174,11.719847,-1.865961,11.867461,0.000000,0.150000,0.396190,1
70.310000,731.897646,119.362514,11.719847,-1.865961,11.867461,0.000000,0.150000,0.396015,1
70.320000,732.014844,119.343855,11.719847,-1.865961,11.867461,0.000000,0.150000,0.395841,1
70.330000,732.132043,119.325195,11.719847,-1.865961,11.867461,0.000000,0.150000,0.395666,1
70.340000,732.249241,119.306536,11.719847,-1.865961,11.867461,0.000000,0.150000,0.395492,1
70.350000,732.366439,119.287876,11.719847,-1.865961,11.867461,0.000000,0.150000,0.395317,1
70.360000,732.483638,119.269216,11.719847,-1.865961,11.867461,0.000000,0.150000,0.395143,1
70.370000,732.600836,119.250557,11.719847,-1.865961,11.867461,0.000000,0.150000,0.394968,1
70.380000,732.718035,119.231897,11.719847,-1.865961,11.867461,0.000000,0.150000,0.394793,1
70.390000,732.835233,119.213238,11.719847,-1.865961,11.867461,0.000000,0.150000,0.394619,1
70.400000,732.952432,119.194578,11.719847,-1.865961,11.867461,0.000000,0.150000,0.394444,1
70.410000,733.069630,119.175918,11.719847,-1.865961,11.867461,0.000000,0.150000,0.394270,1
70.420000,733.186829,119.157259,11.719847,-1.865961,11.867461,0.000000,0.150000,0.394095,1
70.430000,733.304027,119.138599,11.719847,-1.865961,11.867461,0.000000,0.150000,0.393921,1
70.440000,733.421226,119.119940,11.719847,-1.865961,11.867461,0.000000,0.150000,0.393746,1
70.450000,733.538424,119.101280,11.719847,-1.865961,11.867461,0.000000,0.150000,0.393572,1
70.460000,733.655623,119.082620,11.719847,-1.865961,11.867461,0.000000,0.150000,0.393397,1
70.470000,733.772821,119.063961,11.719847,-1.865961,11.867461,0.000000,0.150000,0.393223,1
70.480000,733.890020,119.045301,11.719847,-1.865961,11.867461,0.000000,0.150000,0.393048,1
70.490000,734.007218,119.026642,11.719847,-1.865961,11.867461,0.000000,0.150000,0.392874,1
70.500000,734.124417,119.007982,11.719847,-1.865961,11.867461,0.000000,0.150000,0.392699,1
70.510000,734.241615,118.989322,11.719847,-1.865961,11.867461,0.000000,0.150000,0.392525,1
70.520000,734.358814,118.970663,11.719847,-1.865961,11.867461,0.000000,0.150000,0.392350,1
70.530000,734.476012,118.952003,11.719847,-1.865961,11.867461,0.000000,0.150000,0.392175,1
70.540000,734.593210,118.933343,11.719847,-1.865961,11.867461,0.000000,0.150000,0.392001,1
70.550000,734.710409,118.914684,11.719847,-1.865961,11.867461,0.000000,0.150000,0.391826,1
70.560000,734.827607,118.896024,11.719847,-1.865961,11.867461,0.000000,0.150000,0.391652,1
70.570000,734.944806,118.877365,11.719847,-1.865961,11.867461,0.000000,0.150000,0.391477,1
70.580000,735.062004,118.858705,11.719847,-1.865961,11.867461,0.000000,0.150000,0.391303,1
70.590000,735.179203,118.840045,11.719847,-1.865961,11.867461,0.000000,0.150000,0.391128,1
70.600000,735.296401,118.821386,11.719847,-1.865961,11.867461,0.000000,0.150000,0.390954,1
70.610000,735.413600,118.802726,11.719847,-1.865961,11.867461,0.000000,0.150000,0.390779,1
70.620000,735.530798,118.784067,11.719847,-1.865961,11.867461,0.000000,0.150000,0.390605,1
70.630000,735.647997,118.765407,11.719847,-1.865961,11.867461,0.000000,0.150000,0.390430,1
70.640000,735.765195,118.746747,11.719847,-1.865961,11.867461,0.000000,0.150000,0.390256,1
70.650000,735.882394,118.728088,11.719847,-1.865961,11.867461,0.000000,0.150000,0.390081,1
70.660000,735.999592,118.709428,11.719847,-1.865961,11.867461,0.000000,0.150000,0.389907,1
70.670000,736.116791,118.690769,11.719847,-1.865961,11.867461,0.000000,0.150000,0.389732,1
70.680000,736.233989,118.672109,11.719847,-1.865961,11.867461,0.000000,0.150000,0.389557,1
70.690000,736.351188,118.653449,11.719847,-1.865961,11.867461,0.000000,0.150000,0.389383,1
70.700000,736.468386,118.634790,11.719847,-1.865961,11.867461,0.000000,0.150000,0.389208,1
70.710000,736.585585,118.616130,11.719847,-1.865961,11.867461,0.000000,0.150000,0.389034,1
70.720000,736.702783,118.597471,11.719847,-1.865961,11.867461,0.000000,0.150000,0.388859,1
70.730000,736.819982,118.578811,11.719847,-1.865961,11.867461,0.000000,0.150000,0.388685,1
70.740000,736.937180,118.560151,11.719847,-1.865961,11.867461,0.000000,0.150000,0.388510,1
70.750000,737.054378,118.541492,11.719847,-1.865961,11.867461,0.000000,0.150000,0.388336,1
70.760000,737.171577,118.522832,11.719847,-1.865961,11.867461,0.000000,0.150000,0.388161,1
70.770000,737.288775,118.504172,11.719847,-1.865961,11.867461,0.000000,0.150000,0.387987,1
70.780000,737.405974,118.485513,11.719847,-1.865961,11.867461,0.000000,0.150000,0.387812,1
70.790000,737.523172,118.466853,11.719847,-1.865961,11.867461,0.000000,0.150000,0.387638,1
70.800000,737.640371,118.448194,11.719847,-1.865961,11.867461,0.000000,0.150000,0.387463,1
70.810000,737.757569,118.429534,11.719847,-1.865961,11.867461,0.000000,0.150000,0.387289,1
70.820000,737.874768,118.410874,11.719847,-1.865961,11.867461,0.000000,0.150000,0.387114,1
70.830000,737.991966,118.392215,11.719847,-1.865961,11.867461,0.000000,0.150000,0.386939,1
70.840000,738.109165,118.373555,11.719847,-1.865961,11.867461,0.000000,0.150000,0.386765,1
70.850000,738.226363,118.354896,11.719847,-1.865961,11.867461,0.000000,0.150000,0.386590,1
70.860000,738.343562,118.336236,11.719847,-1.865961,11.867461,0.000000,0.150000,0.386416,1
70.870000,738.460760,118.317576,11.719847,-1.865961,11.867461,0.000000,0.150000,0.386241,1
70.880000,738.577959,118.298917,11.719847,-1.865961,11.867461,0.000000,0.150000,0.386067,1
70.890000,738.695157,118.280257,11.719847,-1.865961,11.867461,0.000000,0.150000,0.385892,1
70.900000,738.812356,118.261598,11.719847,-1.865961,11.867461,0.000000,0.150000,0.385718,1
70.910000,738.929554,118.242938,11.719847,-1.865961,11.867461,0.000000,0.150000,0.385543,1
70.920000,739.046753,118.224278,11.719847,-1.865961,11.867461,0.000000,0.150000,0.385369,1
70.930000,739.163951,118.205619,11.719847,-1.865961,11.867461,0.000000,0.150000,0.385194,1
70.940000,739.281149,118.186959,11.719847,-1.865961,11.867461,0.000000,0.150000,0.385020,1
70.950000,739.398348,118.168300,11.719847,-1.865961,11.867461,0.000000,0.150000,0.384845,1
70.960000,739.515546,118.149640,11.719847,-1.865961,11.867461,0.000000,0.150000,0.384671,1
70.970000,739.632745,118.130980,11.719847,-1.865961,11.867461,0.000000,0.150000,0.384496,1
70.980000,739.749943,118.112321,11.719847,-1.865961,11.867461,0.000000,0.150000,0.384322,1
70.990000,739.867142,118.093661,11.719847,-1.865961,11.867461,0.000000,0.150000,0.384147,1
71.000000,739.984340,118.075001,11.719847,-1.865961,11.867461,0.000000,0.150000,0.383972,1
71.010000,740.101539,118.056342,11.719847,-1.865961,11.867461,0.000000,0.150000,0.383798,1
71.020000,740.218737,118.037682,11.719847,-1.865961,11.867461,0.000000,0.150000,0.383623,1
71.030000,740.335936,118.019023,11.719847,-1.865961,11.867461,0.000000,0.150000,0.383449,1
71.040000,740.453134,118.000363,11.719847,-1.865961,11.867461,0.000000,0.150000,0.383274,1
71.050000,740.570333,117.981703,11.719847,-1.865961,11.867461,0.000000,0.150000,0.383100,1
71.060000,740.687531,117.963044,11.719847,-1.865961,11.867461,0.000000,0.150000,0.382925,1
71.070000,740.804730,117.944384,11.719847,-1.865961,11.867461,0.000000,0.150000,0.382751,1
71.080000,740.921928,117.925725,11.719847,-1.865961,11.867461,0.000000,0.150000,0.382576,1
71.090000,741.039127,117.907065,11.719847,-1.865961,11.867461,0.000000,0.150000,0.382402,1
71.100000,741.156325,117.888405,11.719847,-1.865961,11.867461,0.000000,0.150000,0.382227,1
71.110000,741.273524,117.869746,11.719847,-1.865961,11.867461,0.000000,0.150000,0.382053,1
71.120000,741.390722,117.851086,11.719847,-1.865961,11.867461,0.000000,0.150000,0.381878,1
71.130000,741.507920,117.832427,11.719847,-1.865961,11.867461,0.000000,0.150000,0.381704,1
71.140000,741.625119,117.813767,11.719847,-1.865961,11.867461,0.000000,0.150000,0.381529,1
71.150000,741.742317,117.795107,11.719847,-1.865961,11.867461,0.000000,0.150000,0.381354,1
71.160000,741.859516,117.776448,11.719847,-1.865961,11.867461,0.000000,0.150000,0.381180,1
71.170000,741.976714,117.757788,11.719847,-1.865961,11.867461,0.000000,0.150000,0.381005,1
71.180000,742.093913,117.739129,11.719847,-1.865961,11.867461,0.000000,0.150000,0.380831,1
71.190000,742.211111,117.720469,11.719847,-1.865961,11.867461,0.000000,0.150000,0.380656,1
71.200000,742.328310,117.701809,11.719847,-1.865961,11.867461,0.000000,0.150000,0.380482,1
71.210000,742.445508,117.683150,11.719847,-1.865961,11.867461,0.000000,0.150000,0.380307,1
71.220000,742.562707,117.664490,11.719847,-1.865961,11.867461,0.000000,0.150000,0.380133,1
71.230000,742.679905,117.645830,11.719847,-1.865961,11.867461,0.000000,0.150000,0.379958,1
71.240000,742.797104,117.627171,11.719847,-1.865961,11.867461,0.000000,0.150000,0.379784,1
71.250000,742.914302,117.608511,11.719847,-1.865961,11.867461,0.000000,0.150000,0.379609,1
71.260000,743.031501,117.589852,11.719847,-1.865961,11.867461,0.000000,0.150000,0.379435,1
71.270000,743.148699,117.571192,11.719847,-1.865961,11.867461,0.000000,0.150000,0.379260,1
71.280000,743.265898,117.552532,11.719847,-1.865961,11.867461,0.000000,0.150000,0.379086,1
71.290000,743.383096,117.533873,11.719847,-1.865961,11.867461,0.000000,0.150000,0.378911,1
71.300000,743.500295,117.515213,11.719847,-1.865961,11.867461,0.000000,0.150000,0.378736,1
71.310000,743.617493,117.496554,11.719847,-1.865961,11.867461,0.000000,0.150000,0.378562,1
71.320000,743.734691,117.477894,11.719847,-1.865961,11.867461,0.000000,0.150000,0.378387,1
71.330000,743.851890,117.459234,11.719847,-1.865961,11.867461,0.000000,0.150000,0.378213,1
71.340000,743.969088,117.440575,11.719847,-1.865961,11.867461,0.000000,0.150000,0.378038,1
71.350000,744.086287,117.421915,11.719847,-1.865961,11.867461,0.000000,0.150000,0.377864,1
71.360000,744.203485,117.403256,11.719847,-1.865961,11.867461,0.000000,0.150000,0.377689,1
71.370000,744.320684,117.384596,11.719847,-1.865961,11.867461,0.000000,0.150000,0.377515,1
71.380000,744.437882,117.365936,11.719847,-1.865961,11.867461,0.000000,0.150000,0.377340,1
71.390000,744.555081,117.347277,11.719847,-1.865961,11.867461,0.000000,0.150000,0.377166,1
71.400000,744.672279,117.328617,11.719847,-1.865961,11.867461,0.000000,0.150000,0.376991,1
71.410000,744.789478,117.309957,11.719847,-1.865961,11.867461,0.000000,0.150000,0.376817,1
71.420000,744.906676,117.291298,11.719847,-1.865961,11.867461,0.000000,0.150000,0.376642,1
71.430000,745.023875,117.272638,11.719847,-1.865961,11.867461,0.000000,0.150000,0.376468,1
71.440000,745.141073,117.253979,11.719847,-1.865961,11.867461,0.000000,0.150000,0.376293,1
71.450000,745.258272,117.235319,11.719847,-1.865961,11.867461,0.000000,0.150000,0.376118,1
71.460000,745.375470,117.216659,11.719847,-1.865961,11.867461,0.000000,0.150000,0.375944,1
71.470000,745.492669,117.198000,11.719847,-1.865961,11.867461,0.000000,0.150000,0.375769,1
71.480000,745.609867,117.179340,11.719847,-1.865961,11.867461,0.000000,0.150000,0.375595,1
71.490000,745.727066,117.160681,11.719847,-1.865961,11.867461,0.000000,0.150000,0.375420,1
71.500000,745.844264,117.142021,11.719847,-1.865961,11.867461,0.000000,0.150000,0.375246,1
71.510000,745.961463,117.123361,11.719847,-1.865961,11.867461,0.000000,0.150000,0.375071,1
71.520000,746.078661,117.104702,11.719847,-1.865961,11.867461,0.000000,0.150000,0.374897,1
71.530000,746.195859,117.086042,11.719847,-1.865961,11.867461,0.000000,0.150000,0.374722,1
71.540000,746.313058,117.067383,11.719847,-1.865961,11.867461,0.000000,0.150000,0.374548,1
71.550000,746.430256,117.048723,11.719847,-1.865961,11.867461,0.000000,0.150000,0.374373,1
71.560000,746.547455,117.030063,11.719847,-1.865961,11.867461,0.000000,0.150000,0.374199,1
71.570000,746.664653,117.011404,11.719847,-1.865961,11.867461,0.000000,0.150000,0.374024,1
71.580000,746.781852,116.992744,11.719847,-1.865961,11.867461,0.000000,0.150000,0.373850,1
71.590000,746.899050,116.974085,11.719847,-1.865961,11.867461,0.000000,0.150000,0.373675,1
71.600000,747.016249,116.955425,11.719847,-1.865961,11.867461,0.000000,0.150000,0.373500,1
71.610000,747.133447,116.936765,11.719847,-1.865961,11.867461,0.000000,0.150000,0.373326,1
71.620000,747.250646,116.918106,11.719847,-1.865961,11.867461,0.000000,0.150000,0.373151,1
71.630000,747.367844,116.899446,11.719847,-1.865961,11.867461,0.000000,0.150000,0.372977,1
71.640000,747.485043,116.880786,11.719847,-1.865961,11.867461,0.000000,0.150000,0.372802,1
71.650000,747.602241,116.862127,11.719847,-1.865961,11.867461,0.000000,0.150000,0.372628,1
71.660000,747.719440,116.843467,11.719847,-1.865961,11.867461,0.000000,0.150000,0.372453,1
71.670000,747.836638,116.824808,11.719847,-1.865961,11.867461,0.000000,0.150000,0.372279,1
71.680000,747.953837,116.806148,11.719847,-1.865961,11.867461,0.000000,0.150000,0.372104,1
71.690000,748.071035,116.787488,11.719847,-1.865961,11.867461,0.000000,0.150000,0.371930,1
71.700000,748.188234,116.768829,11.719847,-1.865961,11.867461,0.000000,0.150000,0.371755,1
71.710000,748.305432,116.750169,11.719847,-1.865961,11.867461,0.000000,0.150000,0.371581,1
71.720000,748.422630,116.731510,11.719847,-1.865961,11.867461,0.000000,0.150000,0.371406,1
71.730000,748.539829,116.712850,11.719847,-1.865961,11.867461,0.000000,0.150000,0.371232,1
71.740000,748.657027,116.694190,11.719847,-1.865961,11.867461,0.000000,0.150000,0.371057,1
71.750000,748.774226,116.675531,11.719847,-1.865961,11.867461,0.000000,0.150000,0.370882,1
71.760000,748.891424,116.656871,11.719847,-1.865961,11.867461,0.000000,0.150000,0.370708,1
71.770000,749.008623,116.638212,11.719847,-1.865961,11.867461,0.000000,0.150000,0.370533,1
71.780000,749.125821,116.619552,11.719847,-1.865961,11.867461,0.000000,0.150000,0.370359,1
71.790000,749.243020,116.600892,11.719847,-1.865961,11.867461,0.000000,0.150000,0.370184,1
71.800000,749.360218,116.582233,11.719847,-1.865961,11.867461,0.000000,0.150000,0.370010,1
71.810000,749.477417,116.563573,11.719847,-1.865961,11.867461,0.000000,0.150000,0.369835,1
71.820000,749.594615,116.544914,11.719847,-1.865961,11.867461,0.000000,0.150000,0.369661,1
71.830000,749.711814,116.526254,11.719847,-1.865961,11.867461,0.000000,0.150000,0.369486,1
71.840000,749.829012,116.507594,11.719847,-1.865961,11.867461,0.000000,0.150000,0.369312,1
71.850000,749.946211,116.488935,11.719847,-1.865961,11.867461,0.000000,0.150000,0.369137,1
71.860000,750.063409,116.470275,11.719847,-1.865961,11.867461,0.000000,0.150000,0.368963,1
71.870000,750.180608,116.451615,11.719847,-1.865961,11.867461,0.000000,0.150000,0.368788,1
71.880000,750.297806,116.432956,11.719847,-1.865961,11.867461,0.000000,0.150000,0.368614,1
71.890000,750.415005,116.414296,11.719847,-1.865961,11.867461,0.000000,0.150000,0.368439,1
71.900000,750.532203,116.395637,11.719847,-1.865961,11.867461,0.000000,0.150000,0.368264,1
71.910000,750.649401,116.376977,11.719847,-1.865961,11.867461,0.000000,0.150000,0.368090,1
71.920000,750.766600,116.358317,11.719847,-1.865961,11.867461,0.000000,0.150000,0.367915,1
71.930000,750.883798,116.339658,11.719847,-1.865961,11.867461,0.000000,0.150000,0.367741,1
71.940000,751.000997,116.320998,11.719847,-1.865961,11.867461,0.000000,0.150000,0.367566,1
71.950000,751.118195,116.302339,11.719847,-1.865961,11.867461,0.000000,0.150000,0.367392,1
71.960000,751.235394,116.283679,11.719847,-1.865961,11.867461,0.000000,0.150000,0.367217,1
71.970000,751.352592,116.265019,11.719847,-1.865961,11.867461,0.000000,0.150000,0.367043,1
71.980000,751.469791,116.246360,11.719847,-1.865961,11.867461,0.000000,0.150000,0.366868,1
71.990000,751.586989,116.227700,11.719847,-1.865961,11.867461,0.000000,0.150000,0.366694,1
72.000000,751.704188,116.209041,11.719847,-1.865961,11.867461,0.000000,0.150000,0.366519,1
72.010000,751.821386,116.190381,11.719847,-1.865961,11.867461,0.000000,0.150000,0.366345,1
72.020000,751.938585,116.171721,11.719847,-1.865961,11.867461,0.000000,0.150000,0.366170,1
72.030000,752.055783,116.153062,11.719847,-1.865961,11.867461,0.000000,0.150000,0.365996,1
72.040000,752.172982,116.134402,11.719847,-1.865961,11.867461,0.000000,0.150000,0.365821,1
72.050000,752.290180,116.115743,11.719847,-1.865961,11.867461,0.000000,0.150000,0.365646,1
72.060000,752.407379,116.097083,11.719847,-1.865961,11.867461,0.000000,0.150000,0.365472,1
72.070000,752.524577,116.078423,11.719847,-1.865961,11.867461,0.000000,0.150000,0.365297,1
72.080000,752.641776,116.059764,11.719847,-1.865961,11.867461,0.000000,0.150000,0.365123,1
72.090000,752.758974,116.041104,11.719847,-1.865961,11.867461,0.000000,0.150000,0.364948,1
72.100000,752.876173,116.022444,11.719847,-1.865961,11.867461,0.000000,0.150000,0.364774,1
72.110000,752.993371,116.003785,11.719847,-1.865961,11.867461,0.000000,0.150000,0.364599,1
72.120000,753.110569,115.985125,11.719847,-1.865961,11.867461,0.000000,0.150000,0.364425,1
72.130000,753.227768,115.966466,11.719847,-1.865961,11.867461,0.000000,0.150000,0.364250,1
72.140000,753.344966,115.947806,11.719847,-1.865961,11.867461,0.000000,0.150000,0.364076,1
72.150000,753.462165,115.929146,11.719847,-1.865961,11.867461,0.000000,0.150000,0.363901,1
72.160000,753.579363,115.910487,11.719847,-1.865961,11.867461,0.000000,0.150000,0.363727,1
72.170000,753.696562,115.891827,11.719847,-1.865961,11.867461,0.000000,0.150000,0.363552,1
72.180000,753.813760,115.873168,11.719847,-1.865961,11.867461,0.000000,0.150000,0.363378,1
72.190000,753.930959,115.854508,11.719847,-1.865961,11.867461,0.000000,0.150000,0.363203,1
72.200000,754.048157,115.835848,11.719847,-1.865961,11.867461,0.000000,0.150000,0.363028,1
72.210000,754.165356,115.817189,11.719847,-1.865961,11.867461,0.000000,0.150000,0.362854,1
72.220000,754.282554,115.798529,11.719847,-1.865961,11.867461,0.000000,0.150000,0.362679,1
72.230000,754.399753,115.779870,11.719847,-1.865961,11.867461,0.000000,0.150000,0.362505,1
72.240000,754.516951,115.761210,11.719847,-1.865961,11.867461,0.000000,0.150000,0.362330,1
72.250000,754.634150,115.742550,11.719847,-1.865961,11.867461,0.000000,0.150000,0.362156,1
72.260000,754.751348,115.723891,11.719847,-1.865961,11.867461,0.000000,0.150000,0.361981,1
72.270000,754.868547,115.705231,11.719847,-1.865961,11.867461,0.000000,0.150000,0.361807,1
72.280000,754.985745,115.686572,11.719847,-1.865961,11.867461,0.000000,0.150000,0.361632,1
72.290000,755.102944,115.667912,11.719847,-1.865961,11.867461,0.000000,0.150000,0.361458,1
72.300000,755.220142,115.649252,11.719847,-1.865961,11.867461,0.000000,0.150000,0.361283,1
72.310000,755.337340,115.630593,11.719847,-1.865961,11.867461,0.000000,0.150000,0.361109,1
72.320000,755.454539,115.611933,11.719847,-1.865961,11.867461,0.000000,0.150000,0.360934,1
72.330000,755.571737,115.593273,11.719847,-1.865961,11.867461,0.000000,0.150000,0.360760,1
72.340000,755.688936,115.574614,11.719847,-1.865961,11.867461,0.000000,0.150000,0.360585,1
72.350000,755.806134,115.555954,11.719847,-1.865961,11.867461,0.000000,0.150000,0.360410,1
72.360000,755.923333,115.537295,11.719847,-1.865961,11.867461,0.000000,0.150000,0.360236,1
72.370000,756.040531,115.518635,11.719847,-1.865961,11.867461,0.000000,0.150000,0.360061,1
72.380000,756.157730,115.499975,11.719847,-1.865961,11.867461,0.000000,0.150000,0.359887,1
72.390000,756.274928,115.481316,11.719847,-1.865961,11.867461,0.000000,0.150000,0.359712,1
72.400000,756.392127,115.462656,11.719847,-1.865961,11.867461,0.000000,0.150000,0.359538,1
72.410000,756.509325,115.443997,11.719847,-1.865961,11.867461,0.000000,0.150000,0.359363,1
72.420000,756.626524,115.425337,11.719847,-1.865961,11.867461,0.000000,0.150000,0.359189,1
72.430000,756.743722,115.406677,11.719847,-1.865961,11.867461,0.000000,0.150000,0.359014,1
72.440000,756.860921,115.388018,11.719847,-1.865961,11.867461,0.000000,0.150000,0.358840,1
72.450000,756.978119,115.369358,11.719847,-1.865961,11.867461,0.000000,0.150000,0.358665,1
72.460000,757.095318,115.350699,11.719847,-1.865961,11.867461,0.000000,0.150000,0.358491,1
72.470000,757.212516,115.332039,11.719847,-1.865961,11.867461,0.000000,0.150000,0.358316,1
72.480000,757.329715,115.313379,11.719847,-1.865961,11.867461,0.000000,0.150000,0.358142,1
72.490000,757.446913,115.294720,11.719847,-1.865961,11.867461,0.000000,0.150000,0.357967,1
72.500000,757.564111,115.276060,11.719847,-1.865961,11.867461,0.000000,0.150000,0.357792,1
72.510000,757.681310,115.257400,11.719847,-1.865961,11.867461,0.000000,0.150000,0.357618,1
72.520000,757.798508,115.238741,11.719847,-1.865961,11.867461,0.000000,0.150000,0.357443,1
72.530000,757.915707,115.220081,11.719847,-1.865961,11.867461,0.000000,0.150000,0.357269,1
72.540000,758.032905,115.201422,11.719847,-1.865961,11.867461,0.000000,0.150000,0.357094,1
72.550000,758.150104,115.182762,11.719847,-1.865961,11.867461,0.000000,0.150000,0.356920,1
72.560000,758.267302,115.164102,11.719847,-1.865961,11.867461,0.000000,0.150000,0.356745,1
72.570000,758.384501,115.145443,11.719847,-1.865961,11.867461,0.000000,0.150000,0.356571,1
72.580000,758.501699,115.126783,11.719847,-1.865961,11.867461,0.000000,0.150000,0.356396,1
72.590000,758.618898,115.108124,11.719847,-1.865961,11.867461,0.000000,0.150000,0.356222,1
72.600000,758.736096,115.089464,11.719847,-1.865961,11.867461,0.000000,0.150000,0.356047,1
72.610000,758.853295,115.070804,11.719847,-1.865961,11.867461,0.000000,0.150000,0.355873,1
72.620000,758.970493,115.052145,11.719847,-1.865961,11.867461,0.000000,0.150000,0.355698,1
72.630000,759.087692,115.033485,11.719847,-1.865961,11.867461,0.000000,0.150000,0.355524,1
72.640000,759.204890,115.014826,11.719847,-1.865961,11.867461,0.000000,0.150000,0.355349,1
72.650000,759.322089,114.996166,11.719847,-1.865961,11.867461,0.000000,0.150000,0.355175,1
72.660000,759.439287,114.977506,11.719847,-1.865961,11.867461,0.000000,0.150000,0.355000,1
72.670000,759.556486,114.958847,11.719847,-1.865961,11.867461,0.000000,0.150000,0.354825,1
72.680000,759.673684,114.940187,11.719847,-1.865961,11.867461,0.000000,0.150000,0.354651,1
72.690000,759.790882,114.921528,11.719847,-1.865961,11.867461,0.000000,0.150000,0.354476,1
72.700000,759.908081,114.902868,11.719847,-1.865961,11.867461,0.000000,0.150000,0.354302,1
72.710000,760.025279,114.884208,11.719847,-1.865961,11.867461,0.000000,0.150000,0.354127,1
72.720000,760.142478,114.865549,11.719847,-1.865961,11.867461,0.000000,0.150000,0.353953,1
72.730000,760.259676,114.846889,11.719847,-1.865961,11.867461,0.000000,0.150000,0.353778,1
72.740000,760.376875,114.828229,11.719847,-1.865961,11.867461,0.000000,0.150000,0.353604,1
72.750000,760.494073,114.809570,11.719847,-1.865961,11.867461,0.000000,0.150000,0.353429,1
72.760000,760.611272,114.790910,11.719847,-1.865961,11.867461,0.000000,0.150000,0.353255,1
72.770000,760.728470,114.772251,11.719847,-1.865961,11.867461,0.000000,0.150000,0.353080,1
72.780000,760.845669,114.753591,11.719847,-1.865961,11.867461,0.000000,0.150000,0.352906,1
72.790000,760.962867,114.734931,11.719847,-1.865961,11.867461,0.000000,0.150000,0.352731,1
72.800000,761.080066,114.716272,11.719847,-1.865961,11.867461,0.000000,0.150000,0.352557,1
72.810000,761.197264,114.697612,11.719847,-1.865961,11.867461,0.000000,0.150000,0.352382,1
72.820000,761.314463,114.678953,11.719847,-1.865961,11.867461,0.000000,0.150000,0.352207,1
72.830000,761.431661,114.660293,11.719847,-1.865961,11.867461,0.000000,0.150000,0.352033,1
72.840000,761.548860,114.641633,11.719847,-1.865961,11.867461,0.000000,0.150000,0.351858,1
72.850000,761.666058,114.622974,11.719847,-1.865961,11.867461,0.000000,0.150000,0.351684,1
72.860000,761.783257,114.604314,11.719847,-1.865961,11.867461,0.000000,0.150000,0.351509,1
72.870000,761.900455,114.585655,11.719847,-1.865961,11.867461,0.000000,0.150000,0.351335,1
72.880000,762.017654,114.566995,11.719847,-1.865961,11.867461,0.000000,0.150000,0.351160,1
72.890000,762.134852,114.548335,11.719847,-1.865961,11.867461,0.000000,0.150000,0.350986,1
72.900000,762.252050,114.529676,11.719847,-1.865961,11.867461,0.000000,0.150000,0.350811,1
72.910000,762.369249,114.511016,11.719847,-1.865961,11.867461,0.000000,0.150000,0.350637,1
72.920000,762.486447,114.492357,11.719847,-1.865961,11.867461,0.000000,0.150000,0.350462,1
72.930000,762.603646,114.473697,11.719847,-1.865961,11.867461,0.000000,0.150000,0.350288,1
72.940000,762.720844,114.455037,11.719847,-1.865961,11.867461,0.000000,0.150000,0.350113,1
72.950000,762.838043,114.436378,11.719847,-1.865961,11.867461,0.000000,0.150000,0.349939,1
72.960000,762.955241,114.417718,11.719847,-1.865961,11.867461,0.000000,0.150000,0.349764,1
72.970000,763.072440,114.399058,11.719847,-1.865961,11.867461,0.000000,0.150000,0.349589,1
72.980000,763.189638,114.380399,11.719847,-1.865961,11.867461,0.000000,0.150000,0.349415,1
72.990000,763.306837,114.361739,11.719847,-1.865961,11.867461,0.000000,0.150000,0.349240,1
73.000000,763.424035,114.343080,11.719847,-1.865961,11.867461,0.000000,0.150000,0.349066,1
73.010000,763.541234,114.324420,11.719847,-1.865961,11.867461,0.000000,0.150000,0.348891,1
73.020000,763.658432,114.305760,11.719847,-1.865961,11.867461,0.000000,0.150000,0.348717,1
73.030000,763.775631,114.287101,11.719847,-1.865961,11.867461,0.000000,0.150000,0.348542,1
73.040000,763.892829,114.268441,11.719847,-1.865961,11.867461,0.000000,0.150000,0.348368,1
73.050000,764.010028,114.249782,11.719847,-1.865961,11.867461,0.000000,0.150000,0.348193,1
